,averagerating,numvotes,title,genres,Sport,Fantasy,Mystery,War,Biography,Drama,Comedy,History,Crime,Horror,Family,Adventure,Romance,Documentary,Sci-Fi,Action,Thriller,Music,Animation,year,dom_gross,for_gross,world_gross
2673,5.5,2271,Diary of a Chambermaid,Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2016,54200.0,,
2674,4.1,15502,Devil's Due,"Horror,Mystery,Thriller",False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,2014,15800000.0,21100000.0,36900000.0
2675,7.3,567,Siddharth,Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2014,60500.0,,
2676,7.5,1116,Matangi/Maya/M.I.A.,"Biography,Documentary,Music",False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,2018,231000.0,,
2677,3.0,2028,Tiny Times,"Drama,Romance",False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,2013,23500.0,77700000.0,77723500.0
2678,6.4,1287,Hide and Seek,"Action,Horror,Mystery",False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,2005,51100486.0,72596255.0,123696741.0
2679,6.9,27003,The Diary of a Teenage Girl,"Comedy,Drama,Romance",False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,2015,1500000.0,,
2680,5.7,48932,Ice Age: Collision Course,"Adventure,Animation,Comedy",False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,2016,64099999.0,344500000.0,408599999.0
2681,7.6,104978,Upgrade,"Action,Sci-Fi,Thriller",False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,2018,12000000.0,2400000.0,14400000.0
2682,7.4,7279,The Captain,"Drama,History,War",False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,2018,109000.0,,
2683,7.0,775,Gabriel and the Mountain,Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2018,18400.0,,
2684,6.5,607,How Long Will I Love U,Romance,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2018,747000.0,82100000.0,82847000.0
2685,7.2,302302,The Equalizer,"Action,Crime,Thriller",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,2014,101500000.0,90800000.0,192300000.0
2686,6.6,239480,Robin Hood,"Action,Adventure,Drama",False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,2010,105300000.0,216400000.0,321700000.0
2687,8.0,3551,Traffic,"Action,Adventure,Mystery",False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,2000,124107476.0,84192524.0,208300000.0
2688,5.7,453,Tasting Menu,Comedy,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2014,18700.0,,
2689,7.0,20384,Agneepath,"Action,Drama",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,2012,2000000.0,,
2690,5.9,7691,The Sorcerer and the White Snake,"Action,Fantasy,Romance",False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,2013,18800.0,2100000.0,2118800.0
2691,8.3,8212,Bol,Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2011,189000.0,,
2692,7.3,303009,Flight,"Drama,Thriller",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2012,93800000.0,68000000.0,161800000.0
2693,6.0,13422,Very Good Girls,"Drama,Romance",False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,2014,6900.0,,
2694,6.7,676,A Beautiful Life,"Drama,Romance",False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,2011,66200.0,,
2695,6.7,59750,The Best of Me,"Drama,Romance",False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,2014,26800000.0,9200000.0,36000000.0
2696,7.2,256565,Pitch Perfect,"Comedy,Music,Romance",False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,2012,65000000.0,50300000.0,115300000.0
2697,6.2,843,Pastorela,"Comedy,Fantasy",False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2011,161000.0,2700000.0,2861000.0
2698,6.4,82,The Daughter,Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2017,26400.0,,
2699,6.5,2711,Elsa & Fred,"Comedy,Drama,Romance",False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,2014,67657.0,130244.0,197901.0
2700,6.6,216350,Don Jon,"Comedy,Drama,Romance",False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,2013,24500000.0,6000000.0,30500000.0
2701,6.3,1263,Vulgaria,Comedy,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2012,59100.0,,
2702,6.3,52063,True Story,"Crime,Drama,Mystery",False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,2015,4700000.0,,
2703,7.4,438621,The Hobbit: The Battle of the Five Armies,"Adventure,Fantasy",False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,2014,255100000.0,700900000.0,956000000.0
2704,6.4,40576,The Rover,"Action,Crime,Drama",False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,2014,1100000.0,2100000.0,3200000.0
2705,8.2,31115,The Act of Killing,"Crime,Documentary",False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,2013,486919.0,740397.0,1227316.0
2706,5.9,51630,Keeping Up with the Joneses,"Action,Comedy",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2016,14900000.0,15000000.0,29900000.0
2707,7.3,665594,Avengers: Age of Ultron,"Action,Adventure,Sci-Fi",False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,2015,459000000.0,946400000.0,1405400000.0
2708,7.3,58010,Anomalisa,"Animation,Comedy,Drama",False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,2015,3800000.0,1900000.0,5700000.0
2709,6.7,24671,Clouds of Sils Maria,Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2015,1900000.0,,
2710,7.2,46247,The Light Between Oceans,"Drama,Romance",False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,2016,12500000.0,13400000.0,25900000.0
2711,5.7,13,Equilibrium,"Comedy,Mystery,Thriller",False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,2002,1190018.0,4155851.0,5345869.0
2712,5.0,10066,The D Train,"Comedy,Drama",False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,2015,673000.0,102000.0,775000.0
2713,7.7,12033,Finding Vivian Maier,"Biography,Documentary,Mystery",False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2014,1500000.0,,
2714,7.1,181133,Everest,"Action,Adventure,Biography",False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,2015,43482270.0,177814791.0,221297061.0
2715,6.1,1284,Beloved Sisters,"Drama,History,Romance",False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,2015,54000.0,2200000.0,2254000.0
2716,7.0,60165,A Most Violent Year,"Crime,Drama,Thriller",False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,2014,5700000.0,6300000.0,12000000.0
2717,6.9,57976,Mr. Holmes,"Drama,Mystery",False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2015,17700000.0,11600000.0,29300000.0
2718,4.7,133,Emma,Thriller,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1996,22231658.0,15600000.0,37831658.0
2719,7.5,201943,War for the Planet of the Apes,"Action,Adventure,Drama",False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,2017,146900000.0,343800000.0,490700000.0
2720,7.8,434966,The Hateful Eight,"Crime,Drama,Mystery",False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,2015,54100000.0,101600000.0,155700000.0
2721,6.4,3338,Ma ma,Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2016,47300.0,1100000.0,1147300.0
2722,6.6,1237,The Prison,"Action,Crime",False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,2017,207000.0,,
2723,6.7,60355,Mamma Mia! Here We Go Again,"Comedy,Musical,Romance",False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,2018,120600000.0,274400000.0,395000000.0
2724,3.4,37,Chain Reaction,Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1996,21226204.0,38983130.0,60209334.0
2725,8.8,53,Serendipity,Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2001,50255310.0,27221987.0,77477297.0
2726,7.3,102126,The Way Back,"Adventure,Drama,History",False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,2011,2700000.0,17600000.0,20300000.0
2727,5.6,2742,Love Ranch,"Biography,Comedy,Drama",False,False,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,2010,137885.0,8264.0,146149.0
2728,6.5,67367,Morning Glory,"Comedy,Drama,Romance",False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,2010,31000000.0,29000000.0,60000000.0
2729,6.9,87,The Joneses,"Comedy,Drama",False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,2010,1500000.0,5500000.0,7000000.0
2730,5.9,153270,Resident Evil: Afterlife,"Action,Adventure,Horror",False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,2010,60100000.0,240100000.0,300200000.0
2731,5.5,92940,Your Highness,"Adventure,Comedy,Fantasy",False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,2011,21600000.0,3300000.0,24900000.0
2732,7.6,497363,Kick-Ass,"Action,Comedy",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2010,48100000.0,48100000.0,96200000.0
2733,4.3,12642,Cats & Dogs: The Revenge of Kitty Galore,"Action,Comedy,Family",False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,2010,43600000.0,68900000.0,112500000.0
2734,5.8,192220,Teenage Mutant Ninja Turtles,"Action,Adventure,Comedy",False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,2014,191204754.0,293800000.0,485004754.0
2735,5.9,69910,Rock of Ages,"Comedy,Drama,Musical",False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,2012,38500000.0,20900000.0,59400000.0
2736,7.6,36553,In a Better World,"Drama,Romance",False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,2011,1000000.0,8600000.0,9600000.0
2737,7.3,66209,Four Lions,"Comedy,Crime,Drama",False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,2010,305000.0,4400000.0,4705000.0
2738,4.7,8480,Branded,"Drama,Fantasy,Thriller",False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2012,354000.0,3400000.0,3754000.0
2739,6.1,29654,Coriolanus,"Drama,Thriller,War",False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2012,757000.0,315000.0,1072000.0
2740,5.4,28893,Hop,"Adventure,Animation,Comedy",False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,2011,108100000.0,75900000.0,184000000.0
2741,6.3,15012,Mother's Day,"Drama,Horror,Thriller",False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,2016,32500000.0,15900000.0,48400000.0
2742,6.6,347,Bones,Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2001,7316658.0,1062195.0,8378853.0
2743,6.6,88395,Halloween,"Horror,Thriller",False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,2007,58269151.0,19245250.0,77514401.0
2744,6.8,70604,Super,"Action,Comedy,Drama",False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,2011,328000.0,,
2745,6.3,38667,Hope Springs,"Comedy,Drama,Romance",False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,2012,63500000.0,50700000.0,114200000.0
2746,6.8,12706,Point Blank,"Action,Crime,Drama",False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,2011,708000.0,8500000.0,9208000.0
2747,8.1,58912,Zindagi Na Milegi Dobara,"Comedy,Drama",False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,2011,3100000.0,,
2748,4.4,83710,Skyline,"Action,Sci-Fi,Thriller",False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,2010,21400000.0,45400000.0,66800000.0
2749,5.5,11089,Housefull,Comedy,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2010,1200000.0,1200000.0,2400000.0
2750,7.9,84960,Amour,"Drama,Romance",False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,2012,6700000.0,13100000.0,19800000.0
2751,6.3,13388,Better Living Through Chemistry,"Comedy,Drama",False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,2014,75100.0,,
2752,7.1,107264,Margin Call,"Drama,Thriller",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2011,5400000.0,14200000.0,19600000.0
2753,4.0,23190,Shark Night 3D,"Horror,Thriller",False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,2011,18900000.0,21300000.0,40200000.0
2754,5.8,229,Ghost,"Drama,Fantasy,Mystery",False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,1990,217631306.0,299968694.0,517600000.0
2755,5.6,1152,What Women Want,"Comedy,Romance,Sci-Fi",False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,2000,182805123.0,191300000.0,374105123.0
2756,7.2,9372,Klown,Comedy,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2012,68800.0,12400000.0,12468800.0
2757,6.8,97393,Stoker,"Drama,Thriller",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2013,1700000.0,10400000.0,12100000.0
2758,5.9,7055,Circumstance,Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2011,454000.0,,
2759,6.0,7295,Flying Swords of Dragon Gate,"Action,Adventure",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,2012,170000.0,,
2760,6.6,15611,Genius,"Biography,Drama",False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2016,1400000.0,4300000.0,5700000.0
2761,6.8,53765,Bernie,"Biography,Comedy,Crime",False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,2012,9200000.0,,
2762,4.8,11728,Tarzan,"Adventure,Animation,Drama",False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,1999,171091819.0,277100000.0,448191819.0
2763,5.3,8821,Lovely Molly,"Drama,Horror",False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,2012,18500.0,,
2764,6.8,5027,Beyond Outrage,"Action,Crime,Drama",False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,2014,3900.0,16200000.0,16203900.0
2765,6.7,67842,Killer Joe,"Crime,Drama,Thriller",False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,2012,2000000.0,1700000.0,3700000.0
2766,6.4,866,Control,"Action,Crime,Drama",False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,2007,871577.0,8030564.0,8902141.0
2767,8.0,345466,Bohemian Rhapsody,"Biography,Drama,Music",False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,2018,216400000.0,687200000.0,903600000.0
2768,5.1,705,The Island,"Drama,Romance",False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,2005,35818913.0,127200000.0,163018913.0
2769,6.9,2093,Las Acacias,Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2012,6000.0,,
2770,6.6,790,Boomerang,"Drama,Romance",False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,1992,70052444.0,61000000.0,131052444.0
2771,5.6,62043,Unfriended,"Horror,Mystery,Thriller",False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,2015,32500000.0,31600000.0,64100000.0
2772,7.8,478592,Rogue One: A Star Wars Story,"Action,Adventure,Sci-Fi",False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,2016,532200000.0,523900000.0,1056100000.0
2773,6.9,381,Love Live! The School Idol Movie,"Animation,Comedy,Music",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,2015,116000.0,,
2774,6.6,2589,Chronic,Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2016,9000.0,,
2775,7.3,1207,The President,Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2016,7600.0,,
2776,7.2,48,Unbreakable,"Adventure,Biography,Documentary",False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,2000,94999143.0,153100000.0,248099143.0
2777,7.1,17734,Miracles from Heaven,"Biography,Drama,Family",False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,2016,61700000.0,12200000.0,73900000.0
2778,5.6,1943,Sahara,"Adventure,Animation,Comedy",False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,2005,68671925.0,53000000.0,121671925.0
2779,6.7,4040,Finding Your Feet,"Comedy,Drama,Music",False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,2018,1400000.0,,
2780,6.1,749,Let Yourself Go,Comedy,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2018,12200.0,,
2781,6.1,6413,Middle School: The Worst Years of My Life,"Comedy,Family",False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,2016,20000000.0,3300000.0,23300000.0
2782,5.9,3501,Just a Breath Away,Sci-Fi,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2018,78000.0,,
2783,5.2,255,The Last Women Standing,Romance,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2015,163000.0,,
2784,7.4,4477,Sword Art Online: The Movie - Ordinal Scale,"Action,Adventure,Animation",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,2017,1500000.0,19200000.0,20700000.0
2785,6.2,7045,In Secret,"Crime,Drama,Thriller",False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,2014,444000.0,,
2786,7.4,109051,Shazam!,"Action,Adventure,Comedy",False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,2019,139606856.0,223292877.0,362899733.0
2787,7.3,501213,Ant-Man,"Action,Adventure,Comedy",False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,2015,180200000.0,339100000.0,519300000.0
2788,5.8,45,The Quiet Ones,"Drama,Horror,Thriller",False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,2014,8500000.0,9300000.0,17800000.0
2789,6.1,8549,Wuthering Heights,"Drama,Romance",False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,2012,100915.0,2620619.0,2721534.0
2790,6.6,121409,Last Vegas,"Comedy,Drama",False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,2013,63900000.0,70500000.0,134400000.0
2791,6.2,205798,RoboCop,"Action,Crime,Sci-Fi",False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,2014,58607007.0,184374792.0,242981799.0
2792,7.2,7992,Chico & Rita,"Animation,Crime,Drama",False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,2012,351000.0,1900000.0,2251000.0
2793,7.0,69648,Den of Thieves,"Action,Crime,Drama",False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,2018,44900000.0,35600000.0,80500000.0
2794,5.2,186788,Ghostbusters,"Action,Comedy,Fantasy",False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2016,128350574.0,100658084.0,229008658.0
2796,6.2,19447,Butter,"Comedy,Drama",False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,2012,105000.0,70700.0,175700.0
2797,7.0,311083,Passengers,"Drama,Romance,Sci-Fi",False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,2016,100014699.0,202224973.0,302239672.0
2798,6.1,25048,Nanny McPhee Returns,"Comedy,Family,Fantasy",False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,2010,29000000.0,64200000.0,93200000.0
2799,6.3,40250,Somewhere,"Comedy,Drama",False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,2010,1800000.0,12200000.0,14000000.0
2800,5.4,38667,Stone,"Drama,Thriller",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2010,1800000.0,7700000.0,9500000.0
2801,6.4,94555,Fright Night,"Comedy,Horror",False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,2011,18298649.0,22222000.0,40520649.0
2802,6.5,55016,Charlie St. Cloud,"Drama,Fantasy,Romance",False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,2010,31200000.0,17000000.0,48200000.0
2803,9.2,8,The Wall,Documentary,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2017,1800000.0,2700000.0,4500000.0
2804,6.0,150858,Exodus: Gods and Kings,"Action,Adventure,Drama",False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,2014,65000000.0,203200000.0,268200000.0
2805,6.3,16296,Country Strong,"Drama,Music",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,2010,20200000.0,310000.0,20510000.0
2806,7.3,23,Contact,"Documentary,History",False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,1997,100920329.0,64979671.0,165900000.0
2807,7.2,6221,Honey,Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2003,30272254.0,32374509.0,62646763.0
2808,6.0,25429,Z for Zachariah,"Drama,Sci-Fi,Thriller",False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,2015,121000.0,,
2809,5.3,38473,One for the Money,"Action,Comedy,Crime",False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,2012,26414527.0,9782694.0,36197221.0
2810,7.4,14008,Cave of Forgotten Dreams,"Documentary,History",False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,2011,5300000.0,1200000.0,6500000.0
2811,6.2,37325,"Alexander and the Terrible, Horrible, No Good, Very Bad Day","Comedy,Family",False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,2014,67000000.0,34400000.0,101400000.0
2812,3.8,3010,Double Dhamaal,"Comedy,Crime,Drama",False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,2011,544000.0,,
2813,7.2,10000,No One Killed Jessica,"Biography,Crime,Drama",False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,2011,441000.0,193000.0,634000.0
2814,7.7,17235,"Oslo, August 31st",Drama,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2012,101000.0,,
2815,5.1,10575,Apartment 143,"Horror,Thriller",False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,2012,400.0,426000.0,426400.0
2816,6.1,118678,The Campaign,Comedy,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2012,86900000.0,18000000.0,104900000.0
2817,6.5,15996,The Congress,"Animation,Drama,Sci-Fi",False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,2014,138000.0,318000.0,456000.0
2818,6.2,32327,We Are Your Friends,"Drama,Music,Romance",False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,2015,3600000.0,7500000.0,11100000.0
2819,5.6,8727,Lazer Team,"Action,Comedy,Sci-Fi",False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,2016,1200000.0,,
2820,7.0,33464,Stronger,"Biography,Drama",False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,2017,4200000.0,4200000.0,8400000.0
2821,5.6,1682,Do I Sound Gay?,Documentary,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2015,119000.0,,
2822,6.9,7518,People Places Things,"Comedy,Romance",False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,2015,67000.0,,
2823,6.1,47099,Ouija: Origin of Evil,"Drama,Horror,Mystery",False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,2016,35100000.0,46600000.0,81700000.0
2824,4.9,2484,Katti Batti,"Comedy,Drama,Romance",False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,2015,365000.0,,
2825,6.3,10629,The Meddler,"Comedy,Drama,Romance",False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,2016,4300000.0,,
2826,8.7,15,The Rock,Comedy,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1996,134069511.0,202000000.0,336069511.0
2827,5.8,45127,Pitch Perfect 3,"Comedy,Music",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,2017,104900000.0,80500000.0,185400000.0
2828,7.9,8625,Oasis: Supersonic,"Biography,Documentary,Music",False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,2016,243000.0,,
2829,4.6,1807,League of Gods,"Action,Fantasy",False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2016,182000.0,,
2830,6.0,16662,Traffik,"Action,Crime,Drama",False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,2018,9200000.0,336000.0,9536000.0
2831,7.0,40290,Sorry to Bother You,"Comedy,Fantasy,Sci-Fi",False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,2018,17493096.0,792464.0,18285560.0
2832,5.0,8147,The Babymakers,Comedy,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2012,7900.0,,
2833,6.1,90661,The Switch,"Comedy,Drama,Romance",False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,2010,27800000.0,22100000.0,49900000.0
2834,7.4,32238,Love & Mercy,"Biography,Drama,Music",False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,2015,12600000.0,16100000.0,28700000.0
2835,6.3,128657,Dear John,"Drama,Romance,War",False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,2010,80000000.0,35000000.0,115000000.0
2836,5.8,30924,Straw Dogs,"Action,Drama,Thriller",False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,2011,10324441.0,929380.0,11253821.0
